=== TOP 500 BIGGEST MARKET CAP ===
No. | Ticker | Company                                      | Sector                 | Industry                                 | Country | Market Cap | P/E     | Price   | Change  | Volume     
361 | MTG    | MGIC Investment Corporation                  | Financial              | Insurance - Specialty                    | USA     | 2.77B      | 4.37    | 8.12    | 5.32%   | 3,252,878  
362 | OVV    | Ovintiv Inc.                                 | Energy                 | Oil & Gas E&P                            | USA     | 2.69B      | 3.06    | 10.34   | -3.99%  | 7,410,323  
363 | BYD    | Boyd Gaming Corporation                      | Consumer Cyclical      | Resorts & Casinos                        | USA     | 2.69B      | -       | 24.54   | 10.99%  | 5,427,741  
364 | PLUG   | Plug Power Inc.                              | Industrials            | Electrical Equipment & Parts             | USA     | 2.66B      | -       | 8.19    | 1.61%   | 11,912,987 
365 | AM     | Antero Midstream Corporation                 | Energy                 | Oil & Gas Midstream                      | USA     | 2.64B      | -       | 5.56    | -4.79%  | 7,079,926  
366 | VSLR   | Vivint Solar, Inc.                           | Technology             | Solar                                    | USA     | 2.59B      | -       | 20.00   | -9.58%  | 3,797,199  
367 | SLM    | SLM Corporation                              | Financial              | Credit Services                          | USA     | 2.58B      | 5.57    | 6.96    | 2.65%   | 5,271,061  
368 | EHTH   | eHealth, Inc.                                | Financial              | Insurance Brokers                        | USA     | 2.58B      | 27.59   | 69.86   | -3.68%  | 2,418,935  
369 | FNB    | F.N.B. Corporation                           | Financial              | Banks - Regional                         | USA     | 2.51B      | 7.86    | 7.73    | 4.18%   | 2,249,968  
370 | NCR    | NCR Corporation                              | Technology             | Information Technology Services          | USA     | 2.51B      | 5.50    | 19.05   | 13.94%  | 2,656,197  
371 | CMC    | Commercial Metals Company                    | Basic Materials        | Steel                                    | USA     | 2.51B      | 8.52    | 20.99   | 5.69%   | 2,616,025  
372 | BCO    | The Brink's Company                          | Industrials            | Security & Protection Services           | USA     | 2.50B      | 150.22  | 48.07   | 25.54%  | 3,101,376  
373 | AA     | Alcoa Corporation                            | Basic Materials        | Aluminum                                 | USA     | 2.44B      | -       | 13.18   | 2.09%   | 4,756,413  
374 | OSTK   | Overstock.com, Inc.                          | Consumer Cyclical      | Internet Retail                          | USA     | 2.44B      | -       | 60.74   | 4.06%   | 4,179,493  
375 | GT     | The Goodyear Tire & Rubber Company           | Consumer Cyclical      | Auto Parts                               | USA     | 2.37B      | -       | 10.22   | 2.00%   | 3,049,895  
376 | TGTX   | TG Therapeutics, Inc.                        | Healthcare             | Biotechnology                            | USA     | 2.37B      | -       | 19.29   | -6.95%  | 2,509,582  
377 | CLF    | Cleveland-Cliffs Inc.                        | Basic Materials        | Steel                                    | USA     | 2.36B      | 6.11    | 5.81    | 2.83%   | 8,312,840  
378 | JWN    | Nordstrom, Inc.                              | Consumer Cyclical      | Department Stores                        | USA     | 2.33B      | -       | 14.44   | 1.55%   | 6,217,909  
379 | SPR    | Spirit AeroSystems Holdings, Inc.            | Industrials            | Aerospace & Defense                      | USA     | 2.28B      | 10.61   | 20.50   | -4.74%  | 4,497,113  
380 | ISBC   | Investors Bancorp, Inc.                      | Financial              | Banks - Regional                         | USA     | 2.24B      | 11.95   | 8.77    | 5.79%   | 2,798,506  
381 | PK     | Park Hotels & Resorts Inc.                   | Real Estate            | REIT - Hotel & Motel                     | USA     | 2.22B      | -       | 8.74    | 3.68%   | 3,998,174  
382 | SABR   | Sabre Corporation                            | Technology             | Information Technology Services          | USA     | 2.20B      | -       | 7.69    | 2.40%   | 3,677,831  
383 | PAGP   | Plains GP Holdings, L.P.                     | Energy                 | Oil & Gas Midstream                      | USA     | 2.10B      | -       | 8.37    | 6.35%   | 2,503,954  
384 | M      | Macy's, Inc.                                 | Consumer Cyclical      | Department Stores                        | USA     | 2.08B      | -       | 6.49    | 0.93%   | 22,425,904 
385 | R      | Ryder System, Inc.                           | Industrials            | Rental & Leasing Services                | USA     | 2.05B      | -       | 37.95   | -10.01% | 2,592,820  
386 | CDE    | Coeur Mining, Inc.                           | Basic Materials        | Gold                                     | USA     | 2.04B      | -       | 8.43    | 1.93%   | 10,777,292 
387 | CHX    | ChampionX Corporation                        | Energy                 | Oil & Gas Equipment & Services           | USA     | 2.03B      | -       | 9.94    | 4.52%   | 4,126,858  
388 | HP     | Helmerich & Payne, Inc.                      | Energy                 | Oil & Gas Drilling                       | USA     | 2.01B      | -       | 18.46   | -4.99%  | 3,344,862  
389 | KAR    | KAR Auction Services, Inc.                   | Consumer Cyclical      | Specialty Retail                         | USA     | 2.00B      | 25.16   | 15.17   | 6.53%   | 2,306,452  
390 | BDN    | Brandywine Realty Trust                      | Real Estate            | REIT - Office                            | USA     | 1.96B      | 55.60   | 11.12   | -0.27%  | 2,471,609  
391 | LRN    | K12 Inc.                                     | Consumer Defensive     | Education & Training Services            | USA     | 1.94B      | 86.02   | 48.60   | 3.45%   | 2,332,391  
392 | CAR    | Avis Budget Group, Inc.                      | Industrials            | Rental & Leasing Services                | USA     | 1.88B      | 8.99    | 27.46   | -0.51%  | 7,083,940  
393 | AEO    | American Eagle Outfitters, Inc.              | Consumer Cyclical      | Apparel Retail                           | USA     | 1.85B      | -       | 10.65   | 8.67%   | 11,112,744 
394 | COMM   | CommScope Holding Company, Inc.              | Technology             | Communication Equipment                  | USA     | 1.84B      | -       | 9.05    | 6.35%   | 4,069,782  
395 | EGHT   | 8x8, Inc.                                    | Technology             | Software - Application                   | USA     | 1.83B      | -       | 17.09   | 3.26%   | 2,054,167  
396 | FIT    | Fitbit, Inc.                                 | Technology             | Scientific & Technical Instruments       | USA     | 1.80B      | -       | 6.66    | -1.77%  | 7,405,692  
397 | SONO   | Sonos, Inc.                                  | Technology             | Consumer Electronics                     | USA     | 1.77B      | -       | 15.74   | -4.32%  | 6,018,684  
398 | URBN   | Urban Outfitters, Inc.                       | Consumer Cyclical      | Apparel Retail                           | USA     | 1.76B      | -       | 17.33   | 10.10%  | 3,625,489  
399 | CNX    | CNX Resources Corporation                    | Energy                 | Oil & Gas E&P                            | USA     | 1.75B      | -       | 9.49    | 2.93%   | 5,646,261  
400 | SRNE   | Sorrento Therapeutics, Inc.                  | Healthcare             | Biotechnology                            | USA     | 1.74B      | -       | 7.75    | 3.20%   | 14,802,080 
401 | SPWR   | SunPower Corporation                         | Technology             | Solar                                    | USA     | 1.72B      | 15.02   | 9.74    | -0.46%  | 3,236,445  
402 | X      | United States Steel Corporation              | Basic Materials        | Steel                                    | USA     | 1.71B      | -       | 7.74    | 2.65%   | 8,087,052  
403 | SHO    | Sunstone Hotel Investors, Inc.               | Real Estate            | REIT - Hotel & Motel                     | USA     | 1.68B      | -       | 7.63    | 3.25%   | 2,295,594  
404 | BE     | Bloom Energy Corporation                     | Industrials            | Electrical Equipment & Parts             | USA     | 1.67B      | -       | 12.86   | -14.21% | 13,773,187 
405 | RRC    | Range Resources Corporation                  | Energy                 | Oil & Gas E&P                            | USA     | 1.64B      | -       | 6.56    | 5.81%   | 5,295,078  
406 | SIX    | Six Flags Entertainment Corporation          | Consumer Cyclical      | Leisure                                  | USA     | 1.62B      | 9.63    | 18.50   | -3.60%  | 5,419,401  
407 | NAVI   | Navient Corporation                          | Financial              | Credit Services                          | USA     | 1.61B      | 5.33    | 8.19    | 0.06%   | 2,793,281  
408 | SBH    | Sally Beauty Holdings, Inc.                  | Consumer Cyclical      | Specialty Retail                         | USA     | 1.59B      | 7.65    | 13.32   | 2.30%   | 2,088,120  
409 | TWO    | Two Harbors Investment Corp.                 | Real Estate            | REIT - Mortgage                          | USA     | 1.56B      | -       | 5.50    | 1.66%   | 4,490,619  
410 | PSLV   | Sprott Physical Silver Trust                 | Financial              | Exchange Traded Fund                     | USA     | 1.54B      | -       | 8.76    | -0.90%  | 5,151,486  
411 | GLUU   | Glu Mobile Inc.                              | Communication Services | Electronic Gaming & Multimedia           | USA     | 1.54B      | -       | 9.36    | 2.30%   | 2,769,597  
412 | INFN   | Infinera Corporation                         | Technology             | Communication Equipment                  | USA     | 1.53B      | -       | 8.06    | 4.81%   | 3,512,666  
413 | SITC   | SITE Centers Corp.                           | Real Estate            | REIT - Retail                            | USA     | 1.50B      | 22.80   | 7.57    | 3.70%   | 2,462,999  
414 | SAVE   | Spirit Airlines, Inc.                        | Industrials            | Airlines                                 | USA     | 1.49B      | 90.38   | 16.45   | -0.54%  | 8,002,879  
415 | KODK   | Eastman Kodak Company                        | Industrials            | Specialty Business Services              | USA     | 1.48B      | -       | 33.20   | 318.14% | 273,570,061
416 | CFFN   | Capitol Federal Financial, Inc.              | Financial              | Banks - Regional                         | USA     | 1.47B      | 19.77   | 10.32   | 3.72%   | 10,004,944 
417 | BGCP   | BGC Partners, Inc.                           | Financial              | Capital Markets                          | USA     | 1.43B      | 127.62  | 2.68    | -1.83%  | 3,916,730  
418 | MAC    | The Macerich Company                         | Real Estate            | REIT - Retail                            | USA     | 1.40B      | 13.30   | 8.50    | 2.66%   | 3,063,813  
419 | CNK    | Cinemark Holdings, Inc.                      | Communication Services | Entertainment                            | USA     | 1.39B      | 13.63   | 11.49   | -7.26%  | 8,356,895  
420 | RRR    | Red Rock Resorts, Inc.                       | Consumer Cyclical      | Resorts & Casinos                        | USA     | 1.39B      | -       | 11.97   | 8.82%   | 2,741,635  
421 | SWN    | Southwestern Energy Company                  | Energy                 | Oil & Gas E&P                            | USA     | 1.39B      | -       | 2.62    | 4.80%   | 8,536,295  
422 | BBBY   | Bed Bath & Beyond Inc.                       | Consumer Cyclical      | Specialty Retail                         | USA     | 1.37B      | -       | 10.85   | 4.83%   | 5,679,719  
423 | INSG   | Inseego Corp.                                | Technology             | Communication Equipment                  | USA     | 1.36B      | -       | 13.72   | 11.45%  | 8,583,511  
424 | ENLC   | EnLink Midstream, LLC                        | Energy                 | Oil & Gas Midstream                      | USA     | 1.33B      | -       | 2.64    | 5.60%   | 2,134,578  
425 | ALEC   | Alector, Inc.                                | Healthcare             | Biotechnology                            | USA     | 1.30B      | -       | 16.31   | -23.57% | 7,810,433  
426 | KPTI   | Karyopharm Therapeutics Inc.                 | Healthcare             | Biotechnology                            | USA     | 1.27B      | -       | 16.67   | -4.80%  | 2,348,068  
427 | MFA    | MFA Financial, Inc.                          | Real Estate            | REIT - Mortgage                          | USA     | 1.27B      | -       | 2.70    | 2.27%   | 6,012,343  
428 | EAT    | Brinker International, Inc.                  | Consumer Cyclical      | Restaurants                              | USA     | 1.24B      | 9.02    | 28.41   | 6.76%   | 2,134,462  
429 | SEAS   | SeaWorld Entertainment, Inc.                 | Consumer Cyclical      | Leisure                                  | USA     | 1.23B      | 17.77   | 15.16   | -3.56%  | 2,032,409  
430 | VXRT   | Vaxart, Inc.                                 | Healthcare             | Biotechnology                            | USA     | 1.21B      | -       | 10.02   | -10.46% | 17,299,653 
431 | ESRT   | Empire State Realty Trust, Inc.              | Real Estate            | REIT - Diversified                       | USA     | 1.19B      | 25.65   | 6.67    | -0.89%  | 3,010,762  
432 | WKHS   | Workhorse Group Inc.                         | Consumer Cyclical      | Auto Manufacturers                       | USA     | 1.17B      | -       | 16.15   | 0.31%   | 12,319,983 
433 | ATI    | Allegheny Technologies Incorporated          | Industrials            | Metal Fabrication                        | USA     | 1.17B      | 4.92    | 9.17    | 1.21%   | 2,280,600  
434 | CAKE   | The Cheesecake Factory Incorporated          | Consumer Cyclical      | Restaurants                              | USA     | 1.17B      | -       | 26.57   | 4.94%   | 3,588,117  
435 | MTDR   | Matador Resources Company                    | Energy                 | Oil & Gas E&P                            | USA     | 1.11B      | 4.72    | 9.31    | 3.22%   | 6,191,218  
436 | ARCT   | Arcturus Therapeutics Holdings Inc.          | Healthcare             | Biotechnology                            | USA     | 1.11B      | -       | 53.17   | -4.37%  | 2,500,053  
437 | MIK    | The Michaels Companies, Inc.                 | Consumer Cyclical      | Specialty Retail                         | USA     | 1.10B      | 6.60    | 7.59    | 7.97%   | 9,426,870  
438 | GNW    | Genworth Financial, Inc.                     | Financial              | Insurance - Life                         | USA     | 1.09B      | 4.57    | 2.15    | -7.73%  | 5,340,586  
439 | TBIO   | Translate Bio, Inc.                          | Healthcare             | Biotechnology                            | USA     | 1.08B      | -       | 15.72   | -5.98%  | 2,046,476  
440 | PBF    | PBF Energy Inc                               | Energy                 | Oil & Gas Refining & Marketing           | USA     | 1.07B      | -       | 8.85    | 7.14%   | 4,042,231  
441 | NYMT   | New York Mortgage Trust, Inc.                | Real Estate            | REIT - Mortgage                          | USA     | 1.06B      | -       | 2.72    | 4.21%   | 4,440,974  
442 | RLGY   | Realogy Holdings Corp.                       | Real Estate            | Real Estate Services                     | USA     | 1.05B      | -       | 8.84    | 6.38%   | 2,390,674  
443 | OMI    | Owens & Minor, Inc.                          | Healthcare             | Medical Distribution                     | USA     | 1.03B      | -       | 16.45   | 1.86%   | 2,576,431  
444 | DRH    | DiamondRock Hospitality Company              | Real Estate            | REIT - Hotel & Motel                     | USA     | 1.01B      | 7.05    | 4.85    | 1.04%   | 2,295,922  
445 | CLNY   | Colony Capital, Inc.                         | Real Estate            | REIT - Diversified                       | USA     | 984.17M    | -       | 1.99    | 6.99%   | 5,142,176  
446 | BTAI   | BioXcel Therapeutics, Inc.                   | Healthcare             | Biotechnology                            | USA     | 981.47M    | -       | 47.90   | -8.83%  | 3,262,503  
447 | BLMN   | Bloomin' Brands, Inc.                        | Consumer Cyclical      | Restaurants                              | USA     | 970.65M    | 39.08   | 11.92   | 2.58%   | 2,043,205  
448 | DVAX   | Dynavax Technologies Corporation             | Healthcare             | Biotechnology                            | USA     | 922.85M    | -       | 7.97    | -7.43%  | 6,435,251  
449 | PLT    | Plantronics, Inc.                            | Technology             | Communication Equipment                  | USA     | 903.18M    | -       | 21.89   | 17.62%  | 2,172,969  
450 | RAD    | Rite Aid Corporation                         | Healthcare             | Pharmaceutical Retailers                 | USA     | 884.07M    | -       | 15.70   | 0.96%   | 2,174,543  
451 | VBIV   | VBI Vaccines Inc.                            | Healthcare             | Biotechnology                            | USA     | 876.46M    | -       | 3.80    | -7.32%  | 11,732,864 
452 | AR     | Antero Resources Corporation                 | Energy                 | Oil & Gas E&P                            | USA     | 820.97M    | -       | 3.08    | 8.83%   | 9,521,512  
453 | TUP    | Tupperware Brands Corporation                | Consumer Cyclical      | Packaging & Containers                   | USA     | 787.31M    | -       | 16.15   | 67.71%  | 42,532,529 
454 | CNXM   | CNX Midstream Partners LP                    | Energy                 | Oil & Gas Midstream                      | USA     | 772.97M    | 3.55    | 8.74    | 2.94%   | 2,135,665  
455 | SPAQ   | Spartan Energy Acquisition Corp.             | Financial              | Shell Companies                          | USA     | 771.70M    | 95.75   | 13.98   | 6.07%   | 6,460,965  
456 | LLNW   | Limelight Networks, Inc.                     | Technology             | Software - Infrastructure                | USA     | 768.09M    | -       | 6.41    | 2.15%   | 2,638,664  
457 | PTEN   | Patterson-UTI Energy, Inc.                   | Energy                 | Oil & Gas Drilling                       | USA     | 761.94M    | -       | 4.07    | 1.50%   | 8,088,086  
458 | ALT    | Altimmune, Inc.                              | Healthcare             | Biotechnology                            | USA     | 759.15M    | -       | 22.52   | -4.58%  | 2,084,832  
459 | BCRX   | BioCryst Pharmaceuticals, Inc.               | Healthcare             | Biotechnology                            | USA     | 750.02M    | -       | 4.22    | -4.52%  | 7,395,410  
460 | RES    | RPC, Inc.                                    | Energy                 | Oil & Gas Equipment & Services           | USA     | 719.20M    | -       | 3.27    | 5.14%   | 2,771,841  
461 | KOS    | Kosmos Energy Ltd.                           | Energy                 | Oil & Gas E&P                            | USA     | 688.22M    | -       | 1.67    | 3.73%   | 4,784,566  
462 | ATEN   | A10 Networks, Inc.                           | Technology             | Software - Infrastructure                | USA     | 683.68M    | -       | 8.26    | 15.04%  | 2,312,990  
463 | ANF    | Abercrombie & Fitch Co.                      | Consumer Cyclical      | Apparel Retail                           | USA     | 669.28M    | -       | 10.33   | 2.89%   | 2,322,419  
464 | IVR    | Invesco Mortgage Capital Inc.                | Real Estate            | REIT - Mortgage                          | USA     | 650.46M    | -       | 3.28    | -1.50%  | 5,534,582  
465 | ZYXI   | Zynex, Inc.                                  | Healthcare             | Medical Devices                          | USA     | 647.05M    | 61.93   | 18.33   | -0.97%  | 2,134,872  
466 | PLAY   | Dave & Buster's Entertainment, Inc.          | Consumer Cyclical      | Restaurants                              | USA     | 629.84M    | 39.36   | 13.58   | 8.12%   | 6,676,713  
467 | GSAT   | Globalstar, Inc.                             | Communication Services | Telecom Services                         | USA     | 589.21M    | -       | 0.37    | 4.56%   | 3,298,007  
468 | HOME   | At Home Group Inc.                           | Consumer Cyclical      | Specialty Retail                         | USA     | 579.99M    | -       | 9.44    | 6.67%   | 5,145,471  
469 | HA     | Hawaiian Holdings, Inc.                      | Industrials            | Airlines                                 | USA     | 573.98M    | 14.66   | 12.14   | -7.82%  | 3,185,720  
470 | CLVS   | Clovis Oncology, Inc.                        | Healthcare             | Biotechnology                            | USA     | 570.27M    | -       | 6.09    | -0.98%  | 3,105,173  
471 | DENN   | Denny's Corporation                          | Consumer Cyclical      | Restaurants                              | USA     | 566.36M    | 4.97    | 9.04    | 0.89%   | 2,451,768  
472 | GERN   | Geron Corporation                            | Healthcare             | Biotechnology                            | USA     | 560.96M    | -       | 1.75    | 0.00%   | 2,424,909  
473 | IBIO   | iBio, Inc.                                   | Healthcare             | Biotechnology                            | USA     | 547.92M    | -       | 4.36    | -11.38% | 18,697,060 
474 | CYH    | Community Health Systems, Inc.               | Healthcare             | Medical Care Facilities                  | USA     | 544.05M    | -       | 4.50    | 9.22%   | 5,766,121  
475 | PBI    | Pitney Bowes Inc.                            | Industrials            | Business Equipment & Supplies            | USA     | 534.33M    | -       | 2.95    | 5.36%   | 2,618,906  
476 | AGEN   | Agenus Inc.                                  | Healthcare             | Biotechnology                            | USA     | 530.89M    | -       | 2.98    | -3.56%  | 2,954,083  
477 | ATHX   | Athersys, Inc.                               | Healthcare             | Biotechnology                            | USA     | 526.94M    | -       | 2.59    | -0.77%  | 4,001,697  
478 | FCEL   | FuelCell Energy, Inc.                        | Industrials            | Electrical Equipment & Parts             | USA     | 525.07M    | -       | 2.30    | -4.56%  | 13,268,378 
479 | EVRI   | Everi Holdings Inc.                          | Consumer Cyclical      | Gambling                                 | USA     | 522.95M    | -       | 5.83    | 3.37%   | 2,420,995  
480 | TXMD   | TherapeuticsMD, Inc.                         | Healthcare             | Drug Manufacturers - Specialty & Generic | USA     | 506.88M    | -       | 1.96    | 4.81%   | 3,547,513  
481 | EROS   | Eros International Plc                       | Communication Services | Entertainment                            | USA     | 506.31M    | -       | 3.80    | 4.68%   | 6,396,195  
482 | WTRH   | Waitr Holdings Inc.                          | Technology             | Software - Application                   | USA     | 483.91M    | -       | 5.13    | 6.87%   | 4,544,800  
483 | SPPI   | Spectrum Pharmaceuticals, Inc.               | Healthcare             | Biotechnology                            | USA     | 472.16M    | -       | 3.88    | 6.30%   | 4,105,070  
484 | QEP    | QEP Resources, Inc.                          | Energy                 | Oil & Gas E&P                            | USA     | 466.52M    | 1.16    | 1.88    | 9.30%   | 10,035,684 
485 | CRBP   | Corbus Pharmaceuticals Holdings, Inc.        | Healthcare             | Biotechnology                            | USA     | 459.37M    | -       | 6.44    | -6.26%  | 2,306,345  
486 | CPE    | Callon Petroleum Company                     | Energy                 | Oil & Gas E&P                            | USA     | 456.36M    | 1.39    | 1.24    | -0.80%  | 14,597,067 
487 | TCRR   | TCR2 Therapeutics Inc.                       | Healthcare             | Biotechnology                            | USA     | 451.48M    | -       | 17.98   | 10.44%  | 2,797,513  
488 | AMC    | AMC Entertainment Holdings, Inc.             | Communication Services | Entertainment                            | USA     | 440.46M    | -       | 4.16    | 0.24%   | 5,478,395  
489 | SM     | SM Energy Company                            | Energy                 | Oil & Gas E&P                            | USA     | 421.34M    | -       | 3.66    | 5.48%   | 3,723,886  
490 | PLCE   | The Children's Place, Inc.                   | Consumer Cyclical      | Apparel Retail                           | USA     | 414.13M    | -       | 26.77   | -0.56%  | 2,217,522  
491 | RIGL   | Rigel Pharmaceuticals, Inc.                  | Healthcare             | Biotechnology                            | USA     | 397.45M    | -       | 2.34    | -6.40%  | 4,824,151  
492 | GNUS   | Genius Brands International, Inc.            | Communication Services | Entertainment                            | USA     | 365.46M    | -       | 1.67    | -3.47%  | 15,949,479 
493 | ABUS   | Arbutus Biopharma Corporation                | Healthcare             | Biotechnology                            | USA     | 348.29M    | -       | 4.04    | 0.50%   | 9,307,991  
494 | HCCO   | Healthcare Merger Corp.                      | Financial              | Shell Companies                          | USA     | 344.93M    | -       | 10.98   | 5.52%   | 3,274,254  
495 | NOG    | Northern Oil and Gas, Inc.                   | Energy                 | Oil & Gas E&P                            | USA     | 342.06M    | 0.99    | 0.81    | 3.75%   | 2,266,524  
496 | ARLO   | Arlo Technologies, Inc.                      | Industrials            | Security & Protection Services           | USA     | 338.61M    | -       | 4.09    | 24.32%  | 15,410,019 
497 | NFIN   | Netfin Acquisition Corp.                     | Financial              | Shell Companies                          | USA     | 336.62M    | -       | 10.31   | -3.01%  | 2,031,041  
498 | HMHC   | Houghton Mifflin Harcourt Company            | Consumer Defensive     | Education & Training Services            | USA     | 333.82M    | -       | 2.68    | 2.29%   | 12,824,710 
499 | WTI    | W&T Offshore, Inc.                           | Energy                 | Oil & Gas E&P                            | USA     | 329.99M    | 1.72    | 2.29    | 0.88%   | 2,165,262  
500 | MNOV   | MediciNova, Inc.                             | Healthcare             | Biotechnology                            | USA     | 302.40M    | -       | 6.72    | -9.19%  | 2,510,715  

=== TOP 20 OVERSOLD ===
No. | Ticker | Company                            | Sector                 | Industry                                 | Country      | Market Cap | P/E   | Price  | Change  | Volume     
--- | ------ | ---------------------------------- | ---------------------- | ---------------------------------------- | ------------ | ---------- | ----- | ------ | ------- | -----------
1   | KODK   | Eastman Kodak Company              | Industrials            | Specialty Business Services              | USA          | 1.48B      | -     | 33.20  | 318.14% | 273,570,061
2   | TUP    | Tupperware Brands Corporation      | Consumer Cyclical      | Packaging & Containers                   | USA          | 787.31M    | -     | 16.15  | 67.71%  | 42,532,529 
3   | PHYS   | Sprott Physical Gold Trust         | Financial              | Exchange Traded Fund                     | USA          | 3.64B      | -     | 15.71  | 1.29%   | 2,303,312  
4   | PEIX   | Pacific Ethanol, Inc.              | Energy                 | Oil & Gas Refining & Marketing           | USA          | 102.52M    | -     | 1.75   | 25.00%  | 7,729,900  
5   | LB     | L Brands, Inc.                     | Consumer Cyclical      | Apparel Retail                           | USA          | 7.25B      | -     | 25.88  | 35.36%  | 38,969,671 
6   | GLDM   | SPDR Gold MiniShares               | Financial              | Exchange Traded Fund                     | USA          | -          | -     | 19.65  | 0.77%   | 2,977,757  
7   | BGFV   | Big 5 Sporting Goods Corporation   | Consumer Cyclical      | Specialty Retail                         | USA          | 130.55M    | 64.51 | 6.58   | 47.20%  | 15,110,053 
8   | GLD    | SPDR Gold Shares                   | Financial              | Exchange Traded Fund                     | USA          | -          | -     | 185.13 | 0.75%   | 25,578,798 
9   | SGOL   | Aberdeen Standard Gold ETF Trust   | Financial              | Exchange Traded Fund                     | USA          | -          | -     | 18.95  | 0.69%   | 3,839,134  
10  | PSLV   | Sprott Physical Silver Trust       | Financial              | Exchange Traded Fund                     | USA          | 1.54B      | -     | 8.76   | -0.90%  | 5,151,486  
11  | IAU    | iShares Gold Trust                 | Financial              | Exchange Traded Fund                     | USA          | -          | -     | 18.81  | 0.70%   | 41,871,083 
12  | ADMP   | Adamis Pharmaceuticals Corporation | Healthcare             | Drug Manufacturers - Specialty & Generic | USA          | 104.12M    | -     | 1.45   | 31.22%  | 47,986,917 
13  | SCKT   | Socket Mobile, Inc.                | Technology             | Computer Hardware                        | USA          | 14.65M     | 83.79 | 2.43   | 8.00%   | 3,746,897  
14  | SOGO   | Sogou Inc.                         | Communication Services | Internet Content & Information           | China        | 2.73B      | 55.86 | 8.49   | 0.83%   | 11,385,696 
15  | KNDI   | Kandi Technologies Group, Inc.     | Consumer Cyclical      | Auto Manufacturers                       | China        | 515.49M    | -     | 9.32   | 140.83% | 63,256,947 
16  | GSS    | Golden Star Resources Ltd.         | Basic Materials        | Gold                                     | Canada       | 567.15M    | -     | 4.34   | 12.14%  | 2,941,933  
17  | CHRW   | C.H. Robinson Worldwide, Inc.      | Industrials            | Integrated Freight & Logistics           | USA          | 12.70B     | 26.50 | 95.28  | 9.33%   | 5,581,881  
18  | SOHU   | Sohu.com Limited                   | Communication Services | Internet Content & Information           | China        | 644.58M    | -     | 17.93  | 3.88%   | 2,012,530  
19  | SYPR   | Sypris Solutions, Inc.             | Consumer Cyclical      | Auto Parts                               | USA          | 31.84M     | -     | 1.55   | -4.91%  | 5,826,422  
20  | GFI    | Gold Fields Limited                | Basic Materials        | Gold                                     | South Africa | 12.04B     | 69.79 | 13.61  | 1.04%   | 12,497,203 

screener watchlist
['KODK', 'TUP', 'PHYS', 'PEIX', 'LB', 'GLDM', 'BGFV', 'GLD', 'SGOL', 'PSLV', 'IAU', 'ADMP', 'SCKT', 'SOGO', 'KNDI', 'GSS', 'CHRW', 'SOHU', 'SYPR', 'GFI']
